method,lambda,seed,auc,acc,f1,dp_gap,eo_gap,eopp_gap,ev,mmd_alpha,linsep_alpha,nonlinsep_alpha,dp_alpha
FairAA,30.0,1,0.7237477668232648,0.66,0.42567567567567566,0.03820070701969552,0.35808580858085814,0.35808580858085814,-0.2734757150263267,0.04963280119469449,0.499,0.5589999999999999,0.05053112346850295
FairAA,100.0,1,0.7237477668232648,0.66,0.42567567567567566,0.03820070701969552,0.35808580858085814,0.35808580858085814,-0.2734757150263267,0.04963280119469449,0.499,0.5589999999999999,0.05053112346850295
FairAA_3Moment,0.0,1,0.8140783872604159,0.696,0.5449101796407185,0.17477094004761562,0.1012933534392762,0.05005500550055009,0.1048945587818646,0.1678530713317542,0.5700000000000001,0.599,0.08068996899461094
FairAA_3Moment,0.03,1,0.7995875515560554,0.686,0.5313432835820896,0.060529543322992596,0.03520352035203522,0.03520352035203522,0.10383109539410795,0.029861673618472695,0.499,0.513,0.03234232769510788
FairAA_3Moment,0.1,1,0.7933015725975429,0.678,0.5222551928783383,0.021427025467137983,0.06078181185477327,0.04510451045104513,0.10295962644417511,0.007415682937527701,0.499,0.53,0.01291805200526705
FairAA_3Moment,0.3,1,0.7910739098789122,0.668,0.5146198830409356,0.008693456460572846,0.09456559563855704,0.04510451045104513,0.10251629484255775,0.003050292539177213,0.499,0.5509999999999999,0.005123377588997889
FairAA_3Moment,1.0,1,0.7915811994088975,0.682,0.5137614678899083,0.008513094293341072,0.08653288481614663,0.08470847084708477,0.10213807632999039,0.002265116751251295,0.499,0.5290000000000001,0.0024456573231003823
FairAA_3Moment,3.0,1,0.7804869979487858,0.728,0.5342465753424658,0.012950003607243354,0.07865786578657863,0.07865786578657863,0.10206585710539129,0.001948274360100699,0.499,0.587,0.0008605448001124391
FairAA_3Moment,10.0,1,0.7735283089613798,0.654,0.5386666666666666,0.15323569728013853,0.0907087344855585,0.047304730473047285,-0.4573114184052123,0.05561780689854512,0.54,0.5449999999999999,0.05049415808818621
FairAA_3Moment,30.0,1,0.7735283089613798,0.654,0.5386666666666666,0.15323569728013853,0.0907087344855585,0.047304730473047285,-0.4573114184052123,0.05561780689854512,0.54,0.5449999999999999,0.05049415808818621
FairAA_3Moment,100.0,1,0.7735283089613798,0.654,0.5386666666666666,0.15323569728013853,0.0907087344855585,0.047304730473047285,-0.4573114184052123,0.05561780689854512,0.54,0.5449999999999999,0.05049415808818621
FairAA_Adv,0.0,1,0.814078387260416,0.696,0.5449101796407185,0.17477094004761562,0.1012933534392762,0.05005500550055009,0.10489455737759368,0.16785305002263795,0.5700000000000001,0.599,0.08068995918518848
FairAA_Adv,0.03,1,0.8142217516928031,0.69,0.5400593471810089,0.16571675925257917,0.09207168541932492,0.05005500550055009,0.10442994117931004,0.16842148822135805,0.5720000000000001,0.5970000000000001,0.08051344471918016
FairAA_Adv,0.1,1,0.81315203246653,0.69,0.5400593471810089,0.16571675925257917,0.09207168541932492,0.05005500550055009,0.10441030735719836,0.15840470183457744,0.5619999999999999,0.5940000000000001,0.07807437754809969
FairAA_Adv,0.3,1,0.8102737157855269,0.69,0.5400593471810089,0.1566986508909891,0.08102308316900592,0.05005500550055009,0.10437057076472855,0.13320197990391336,0.544,0.564,0.07152040299680604
FairAA_Adv,1.0,1,0.8049912878537242,0.686,0.5313432835820896,0.10562008513094295,0.030253025302530268,0.030253025302530268,0.10411257272822627,0.08040058809238526,0.523,0.535,0.05499697702308033
FairAA_Adv,3.0,1,0.7976797018019807,0.69,0.5345345345345346,0.08159584445566698,0.03520352035203522,0.03520352035203522,0.10344829593732874,0.031357344987615,0.499,0.541,0.03247053228984892
FairAA_Adv,10.0,1,0.7906438165817509,0.646,0.528,0.04501839694105769,0.04433940378146389,0.0016501650165017256,0.10265644197872104,0.008931506187659921,0.499,0.5730000000000001,0.01267921059404399
FairAA_Adv,30.0,1,0.65808685678996,0.694,0.3651452282157676,0.031527306832118906,0.21892189218921893,0.21892189218921893,0.10220495504180549,0.005326085971842365,0.5,0.567,0.0045962972006047455
FairAA_Adv,100.0,1,0.6823705860296874,0.652,0.3916083916083916,0.2024024240675276,0.17808258902679505,0.16171617161716173,0.024170213594989942,0.41333981656390967,0.7929999999999999,0.9369999999999999,0.10417676757701229
