method,lambda,seed,auc,acc,f1,dp_gap,eo_gap,eopp_gap,ev,mmd_alpha,linsep_alpha,nonlinsep_alpha,dp_alpha
FairAA,30.0,2,0.5022063329928499,0.672,0.10869565217391304,0.03699769870773589,0.11333333333333334,0.11333333333333334,0.02943808732855613,0.013399345811188512,0.5238862050456253,0.5163714439076759,0.025004065624974897
FairAA,100.0,2,0.5022063329928499,0.672,0.10869565217391304,0.03699769870773589,0.11333333333333334,0.11333333333333334,0.02943808732855613,0.013399345811188512,0.5238862050456253,0.5163714439076759,0.025004065624974897
FairAA_3Moment,0.0,2,0.5439019407558734,0.578,0.21561338289962825,0.12768148827628384,0.14136572287443633,0.013333333333333308,0.20704439344701464,0.013633634583736731,0.5144927536231885,0.4903918411164788,0.01779587457338276
FairAA_3Moment,0.03,2,0.5450459652706844,0.582,0.21722846441947566,0.08806063824651184,0.09684364463582079,0.013333333333333308,0.20695905384261737,0.007872837878526051,0.4928609769189479,0.44868491680085876,0.01230443998027859
FairAA_3Moment,0.1,2,0.5461899897854954,0.578,0.21561338289962825,0.0552632002446129,0.06001949872039647,0.013333333333333308,0.20671345778588157,0.0043407162350513895,0.4962426194310252,0.4437466451959205,0.007411762717313752
FairAA_3Moment,0.3,2,0.5482328907048007,0.576,0.21481481481481482,0.03484124301968167,0.03708819108745992,0.013333333333333308,0.2063750648582856,0.002489305850983503,0.4938808373590982,0.44208266237251737,0.003823433681145593
FairAA_3Moment,1.0,2,0.5490909090909091,0.572,0.21323529411764705,0.026183234361673025,0.027379453223382255,0.013333333333333308,0.20604484126061595,0.0017060119763355752,0.4911433172302738,0.4387546967257112,0.0015850141904005805
FairAA_3Moment,3.0,2,0.5530949948927476,0.504,0.2,0.0065176459228504235,0.006666666666666599,0.006666666666666599,0.20579071804211668,0.0014188767131221303,0.49071390230810524,0.4370907139023081,0.0006696771039933573
FairAA_3Moment,10.0,2,0.5398569969356487,0.484,0.17834394904458598,0.06966639308646744,0.19999999999999996,0.19999999999999996,-0.02919331516191015,0.011773829353659782,0.5114868491680087,0.5012882447665056,0.018659177113382223
FairAA_3Moment,30.0,2,0.5398569969356487,0.484,0.17834394904458598,0.06966639308646744,0.19999999999999996,0.19999999999999996,-0.02919331516191015,0.011773829353659782,0.5114868491680087,0.5012882447665056,0.018659177113382223
FairAA_3Moment,100.0,2,0.5398569969356487,0.484,0.17834394904458598,0.06966639308646744,0.19999999999999996,0.19999999999999996,-0.02919331516191015,0.011773829353659782,0.5114868491680087,0.5012882447665056,0.018659177113382223
FairAA_Adv,0.0,2,0.5439019407558734,0.578,0.21561338289962825,0.12768148827628384,0.14136572287443633,0.013333333333333308,0.20704438978908624,0.013633634612646217,0.5144927536231885,0.4903918411164788,0.017795873777771188
FairAA_Adv,0.03,2,0.5439019407558733,0.578,0.21561338289962825,0.12768148827628384,0.14136572287443633,0.013333333333333308,0.2070435445751061,0.013394164322638735,0.5169618894256576,0.48851315083199137,0.017588393355313106
FairAA_Adv,0.1,2,0.5439427987742593,0.578,0.21561338289962825,0.12768148827628384,0.14136572287443633,0.013333333333333308,0.20704204723428565,0.012901392232513353,0.5179817498658078,0.47573805689747717,0.017155027462119284
